33,2.76,1.45,2.43,1.25,2,1.23,0.78,0.92,0.73,1.93,1.71,0.43,1.07,2.67,0.7,0.67,1.28,1.3,1.35,2.11,0.82,2.13,1.33,2.13,1.93,2.18,1.25,3.09,0.78,1.67,2.59,2.54,1.43,0.93,1.52,1.83,1.91,0.62,1.35,,4,29.5
34,2.55,0.74,1.62,0.57,0.27,0,1.32,1.9,2.38,0.59,2.95,0.54,1.59,0.2,1.73,0.7,3.18,0.83,0,0.77,2.71,0.7,2.18,0.72,1.17,0.18,0,0,2.73,0.77,0.93,0.65,1,0.35,0.83,0.97,0.95,1,2.63,0.45,5,28.2
35,1.83,2.8,3.66,0.63,2.86,0.35,2.81,1.82,1.25,2.04,2.85,1.86,1.77,2.28,3.51,1.15,2.56,1.79,3.84,0.83,2.23,2.25,1.53,2.58,3.21,1.48,2.91,1.62,2.11,2.43,0,0,2.31,1.37,1.58,2.8,2.02,2.68,1.28,3.1,6,27.5
36,2.88,1.77,2.34,2.22,2.28,2.27,1.17,1.04,1.83,2.75,4.51,0,2.43,2.26,2.71,0.83,3.56,1.08,3.46,1.27,3.41,1.21,2.5,2.18,3.12,1.37,3.47,0.87,2.1,2.02,4.08,0.6,0,2.52,3.38,0.98,2.95,1.66,3.67,0.88,7,27.1
37,2.21,0.67,0.18,0.38,0,0,0,0,0.07,0.08,0,0.3,0,0,0,0,0.02,0,0,0,0.75,0.18,1.62,0.15,0.8,0,0,0,0.07,0,0,0,0,0,1.22,0.88,0.25,0.3,,,8,26.4
38,1.83,2.64,0.83,0.98,2.91,1.47,2.07,2.3,1.42,2.86,2.73,1.72,2.53,0.66,0,0,2.1,1.39,0.2,0,2.05,1.18,2.11,2.33,3.27,1.3,1.01,0.95,1.38,2.94,2.2,1.92,0,0,0.05,0,1.73,1.58,,,9,26.5
39,0.62,0.4,1.73,1.65,2.48,0.94,1.85,2.44,3.87,0.35,0.92,1.04,2.7,0.48,0.88,1.1,1.28,0,0.13,0.32,0.68,0.8,0.32,1,1.75,1.87,0.65,2.15,0.6,1.37,0,0.57,0.1,0,0.87,1.17,3.38,0.82,1.23,0.58,10,26.2
40,2.63,1.82,0.95,1.3,0.73,0.35,2.41,1.98,2.48,1.69,3.95,0.78,1.18,1.9,3.8,0.62,0.98,0.45,2.36,2.62,0.7,0.67,1.51,1.02,0.98,2.73,0.78,0,0.78,1.2,2.91,1.43,1.6,2.51,2.41,0,0.85,2.25,2.2,0.4,11,27.9
41,0.88,0.33,0.9,1.2,0,0,2.2,1.45,0,0,0.7,0.77,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,1.22,0,1.03,0.45,0,0.1,0,0.07,0.3,12,26.8
42,1.47,0.53,1.05,0.93,1.62,2.5,2.04,1.08,1.68,1.55,1.38,2.02,3.49,0.92,1.3,1.05,2.51,0.6,2.51,1.12,0.25,4.2,2.02,2.33,2.45,1.22,0.48,1.1,0.33,2.48,2.76,1.86,2.11,1.55,0,4.42,3.13,1.5,3.95,0.58,1,30.3
43,0,0,0,0,0.25,0,1.5,1.5,1.62,1.98,2.94,1.87,0.27,0,0.95,0.53,0.95,0.48,2.31,0.4,3.47,0.37,3.45,0.58,1.6,0.64,2.2,0.52,0,0,3.08,0.78,3.14,0.82,2.4,0.42,2.65,1.75,1.46,0.57,2,27.9
44,1.75,1.55,0,0,2.7,0.47,0,0,0,0.22,0,0,1.4,2.92,0,0,0.43,0.27,0.67,0,1.23,2.03,0.77,1.07,0,0.34,0.3,0,0.77,0.35,0,0,0,0,2.41,1.41,,,,,3,27.2
45,1.28,0.85,2.88,1.28,2.81,1.65,0.95,1.53,3.51,1.07,1.78,1.74,3.24,1.17,0.34,0.97,1.6,1.69,0.75,0.6,2.45,2.01,1.67,2.45,1.2,1.8,4.08,0.42,1.86,2.36,2.92,1.03,2.15,1.52,1.12,0.67,1.4,2.07,2.12,0.92,4,28.7
46,2.69,2.28,2.31,2.21,0.95,3.78,2.18,1.55,3.16,1.35,3.35,0.92,1.33,3.11,0.68,0.23,3.21,0.85,0.55,1.8,0.82,0.62,2.79,1.82,0.77,2.26,1.5,2.67,1.67,0.6,2.15,1.08,1.17,1.55,2.63,0.95,1.12,1.87,1.83,1.18,5,27.9
47,2.9,1.37,1.58,2.85,2.69,0,2.36,0.45,2.83,1.64,1.95,2.65,3.15,1.5,3.45,1.08,2.4,1.97,1.28,3.22,2.58,1.61,0,1.35,2.63,1.68,1.65,2,4.05,0.58,0.95,0.87,4.35,0.13,2.22,2.68,2.61,0.98,3.91,0.33,6,29.5
48,2.15,1.07,1.86,0.92,1.25,3.41,2.43,2.29,1.92,2.59,3.51,1.47,2.78,1.05,2.38,2.23,2.31,2.42,1.5,2.54,3.29,1.68,3.06,1.67,1.95,2.38,3.02,1.62,2.93,1.73,2.2,2.29,2.4,0.53,1.5,2.55,2.37,2.07,2.18,2.33,7,27.1
49,2.3,1.9,1.17,1.32,2.78,2.18,2.91,0.47,1,0.63,0.48,3.01,1.18,1.48,0,0,2.66,1.81,3.2,0.57,0,0.17,1.58,0.32,1.06,0.82,0,0.62,2.25,1.05,0,0,1.56,0,1.67,2.48,0.6,1.94,,,8,27.1
50,1.6,1.67,3.55,1.02,3.46,1.15,1.75,2.41,2.71,1.95,2.28,1.42,1.57,3.02,3.7,0.85,2.56,2.04,2.73,1.77,2.37,2.22,3.95,0.65,3.55,0.52,2.26,2.27,3.77,0.8,3.52,0.98,3.58,1,3.55,1.02,3,1.67,,,9,26.7
51,0.95,0.25,2.27,0.68,1.1,1.75,0,0.7,1.35,1.92,2.32,1.6,0.33,0,1,1.91,1.96,2.71,2.1,2.28,0.28,3.28,0.23,0,0.93,0,1.56,1.78,1.83,1.28,0.93,2.53,1.48,2.99,1.33,0.72,3.93,0.8,0,0.08,10,29.7
52,1.52,0.98,1.62,0.98,0.28,0,1.58,0.83,1.58,1.33,3.16,1.25,0.58,2.35,2.29,0.48,1.3,0.58,2.51,0.22,1.78,0.82,0,0.7,0.62,0.57,1.43,1.05,0,1.1,1.9,0.65,0.38,0.9,1.97,0.75,2.05,0.93,1.33,0.52,11,26.4
53,0.27,0,0,0,1.89,0.53,0.78,1.1,1.55,0.48,1.63,2.49,0,0,0.2,0,0,0,2.25,2.06,0,2.02,1.05,1.02,0,0,0.81,0,0.53,0,1.66,1.22,0,0,0.55,0.55,0,0,1.78,0.62,12,27.5
54,2.84,1.68,1.33,2.9,2.96,1.73,2.28,1.84,1.96,0.75,3.27,1.2,2.11,1.32,2.71,1.2,2.68,1.65,2.51,1.85,2.87,1.52,2.99,1.43,2.74,0.43,2.27,1.6,1.65,1.87,1.58,0.89,0.87,1.84,3.48,0,4.36,0,2.56,1.92,1,29.8
55,0,0,2.17,0,1.32,1.2,0.58,0.9,0,0,2.16,0.85,0,0,2.46,2.13,0,0,0,0,0.07,0.1,0,0,0.15,1.1,0,0,2.36,1.42,0,0,1.53,1.39,0,0,0,0.85,2.05,1.78,2,27.3
56,2.99,1.4,2.75,1.38,1.08,1.28,3.17,1.17,1.61,0.85,0,0.83,0.9,0.43,0.9,2.06,0.99,0.33,0.78,0.45,2.38,1.8,0.85,0.65,3.68,0.72,2.47,2.06,0.73,2.91,2.17,0.12,1.05,0.9,0,0.75,1.43,1.68,0.77,1.17,3,29.4
57,1.38,3.03,1.56,1.8,1.43,3.08,1.48,3.1,3.11,1.26,0.72,0.85,1.98,2,2.15,2.55,0.95,3.5,1.93,2.56,1.67,1.81,2.94,1.25,3.05,1.59,3.85,0.62,1.55,2.9,1.53,2.87,2.55,1.82,3.06,1.47,2.5,1.23,0.58,1.8,4,27.9
58,0.68,3.68,4.15,0.53,1.07,2.16,0.43,2.43,2.89,1.17,0,0,0,2.2,0.35,0.45,0.68,4.07,0.75,1.65,0,0,0,0,2.19,2.28,3.8,0.49,0.27,2.02,0,0,0.43,1.97,2.8,1.89,3.33,1,4.3,0,5,27.9
59,2.93,1.67,3.07,1.53,2.43,1.88,3.73,0,1.97,2.36,0.93,3.77,2.26,1.2,0.67,2.98,2.86,0.79,1.63,0.52,1.53,3.1,3.26,0.34,3.8,0.52,0.1,0.17,2.88,1.82,2.75,0.63,1.47,2.75,2.5,2.04,1.32,3.25,4.55,0,6,27.2
60,0,0.02,0,0.02,0,0,0,0,1.85,1.85,0.07,0,0,0.1,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53,0.53,0,0,0,0,3.55,0.67,4.06,0.92,0.02,0.05,7,27.7
61,0,0.8,0.42,0.72,1.04,0.77,0.82,0.43,0,0,0,0.22,0.82,0.78,0.58,2.7,1.78,1.57,1.57,0,0.6,0.03,1.78,0,0.78,0.2,1.33,1.15,0,0,1.42,0.78,1.62,1.72,1.08,0.62,0,0,,,8,30
63,2.1,2.36,1.03,2.53,1.7,1.13,2.08,2.6,2.26,2.41,2.53,2.16,1.83,2.44,1.78,2.86,2.41,2.25,3.96,0.72,0,0,1.33,1.37,4.65,0,4.4,0.26,4.12,0.55,3.41,1.16,2.22,1.63,3.38,1.28,2.5,2.13,2.43,2.2,10,28.3
64,1.36,1.52,0.58,2.23,2.5,2.22,2.16,1.39,4.73,0,2.72,1.68,2.21,2.11,1.43,3.33,2.6,1.82,3.79,0.98,2.73,0.3,2.76,0.92,1.53,2.36,2.05,0.5,3.93,0,2.25,2.16,1.63,1.5,1.58,2.78,2.58,1.85,1.92,2.5,11,28.9
65,0.88,1.32,0.98,0.18,0.83,1.42,2.68,1.72,1.67,0.32,2.31,1.21,0.51,0.63,1.33,1.5,1.4,0,1.74,0.9,0.62,3.01,2.03,2.27,1.03,0,2.13,1.68,0.62,0.6,4.32,0.4,1.07,1.1,2.08,2.68,2.43,1.76,3.64,0.97,12,29.7
66,3.53,0.93,2.26,2.12,3.01,1.15,2.66,1.66,1.68,3,1.97,2.59,2.48,1.65,1.77,2.39,3.08,1.47,0.85,2.29,2.21,2.77,3.18,0.9,2.7,1.94,1.92,1.33,1.86,2.58,1.43,1.18,1.77,2.18,0.17,0.27,2.48,1.75,2.18,2.1,1,28.9
67,0,0,0,0,0.85,3.08,0,0,0,0,0,0,0,0,2.81,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.62,0,0,0,0,0,0,0,0,0,0,2,28
68,1.02,1.96,1.98,2.56,1.07,0,2.41,1.83,1.87,1.96,2.08,2.61,1.03,3.68,2.66,1.57,2.32,0.88,2.7,1.13,1.37,3.61,1.31,0.43,3.51,1.35,2.03,2.16,2.78,1.77,2.5,0.98,2.25,2.1,1.5,2.83,3.33,1.12,3.36,1.3,3,27.9
69,2.7,1.83,1.5,2.28,2.85,0.76,1.13,0.68,3.61,1.13,2.45,2.09,2.55,1.25,3.84,0.85,1.25,1.91,2.86,1.37,1.45,0.43,4.26,0.18,1.5,2.08,1.98,1.4,2.95,1.57,3.31,1.2,4.22,0,3.39,1.17,0.17,0.13,2.36,1.98,4,28.4
70,1.55,3.22,3.67,0.98,1.95,2.16,1.22,2.63,3.03,1.63,3.34,1.33,2.03,2.18,0.93,1.4,0.13,0,0.53,2.21,1.62,2.68,1.88,2.78,0.72,2.93,2.45,1.8,1.17,2.75,3.54,1.33,2.37,2.27,1.85,0.95,0.81,3.86,1.29,3.38,5,30.4
71,2.53,1.73,1.38,2.41,2.79,1.75,4.13,0.56,1.35,3.06,0.92,2.05,3.66,0.82,1.17,1.86,1.93,1.6,0,0.82,2.25,2.4,2.58,2.13,1.47,2.61,2.68,1.83,2.71,0.52,2.9,1.52,1.32,0.22,2.27,1.81,1.72,0.97,1.8,0.88,6,30.7
73,2.41,0.72,2.61,1.45,2.88,1.77,2.46,1.87,2.51,2.46,2.42,1.18,0.9,1.02,2.15,1.73,1.87,3.11,2.76,1.13,2.2,0,4.28,0.67,3.26,0.14,2.41,2.17,3.12,1.42,3.65,1.32,2.83,1.15,2.95,1.43,3.53,1.2,1.45,3.13,8,27.2
74,1.22,1.45,3.11,1.07,1.62,0,2.32,2.02,1.45,1.05,2.39,2.3,3.57,1.4,0,0,0,0.53,4.01,0.68,2.08,2.65,2.12,2.08,1.07,0.85,0,0.55,2.05,1.47,1.6,1.2,2.06,1.85,3.05,1.68,0.54,0.73,1.4,0.66,9,30.2
75,0.95,0.28,2.1,0.98,1.5,0.66,1.45,3.15,1.85,0.7,2.2,1.15,2.95,1.63,0.79,1.63,0,2.33,0.85,2.08,1.43,1.83,1.45,0.98,2.22,2.27,2.25,0.73,1.1,1.43,2.63,2.03,1.5,0.9,0,0.87,2.13,2.25,1.05,0.4,10,30.7
76,0.88,1.2,0.83,0.45,1.08,0.77,1.47,1.07,0.53,1.12,0,0.77,1.83,1.07,0,0.82,1.07,0.25,4.34,0.43,0.88,1.73,2.75,0,1.56,0.53,0.78,0.53,0.63,0,0.47,1.73,1.78,1.76,0.52,1.21,0.9,0.7,0,0,11,26.7
77,1.62,0,1.33,0,0,0,0,0,0,0,0,0,1.37,0,0,0,0.66,0,0,0.34,0.37,0,0.24,0,0,0,0.59,0.08,0,0.25,0.37,0,0.33,0,0,0,0,0,0,0,12,29.8
78,2.31,2.35,1.88,0.6,0,0,2.25,1.92,0.5,3.48,2.99,1.7,1.87,2.66,0.92,3.18,2.12,2.37,3.75,0.93,3.77,0.92,3.86,0.8,3.41,1.18,2.59,1.68,0.12,0.85,1.51,0.25,1.78,1.54,2.43,2.18,3.99,0.58,1.78,2.16,1,29.1
79,0,0,0.42,0,1.88,1.48,1.45,3.18,0.25,1.05,1.35,2.5,0,0,3.38,0.87,1.79,1.28,1.2,1.35,1,0,0.23,0.3,2.32,1.9,1.58,0.35,1.75,1.75,0,0,3.71,0.92,0,0,0.37,3.1,2.27,0.72,2,29.8
80,1.92,1.87,2.25,0.37,1.46,2.33,2.53,2.14,1.58,1.02,1.7,0.37,0,1.72,1.71,1.54,1.81,0.72,0.68,0.88,0.57,0.72,1.15,1.33,3.42,0.42,1.1,1.1,1.35,1.43,1.47,0.15,3.17,0.75,2,1.2,2.57,1.38,1.47,0.71,3,25.7
81,2.03,0.57,1.72,2.32,1.69,2.33,0,0.82,0.88,0,2.83,0.97,0.83,0,1.4,1.15,1.07,1,2,1.15,1.9,1.85,1.8,0.55,2.65,1.59,1.2,2,1.02,2.15,1.48,0,1,1,2.45,1.54,0.2,3.86,3.54,1,4,28.3
83,4.34,0.28,3.01,1.67,3.6,0.87,2.35,2.3,3.58,1.1,0.52,4.14,2.31,2.24,3.15,1.48,2.43,0.68,3.93,0.73,2.1,2.63,2.52,2.03,2.67,2.02,2.56,1.37,2.82,1.8,2.66,2,3.79,0.92,2.41,2.16,2.72,1.93,0.98,3.13,6,28.9
84,0,0.02,0,0.1,0.42,0.15,0.78,0.28,0,0.32,0,0,1.55,1.54,1.77,0,0,0,0,0.42,2.83,1.37,0.23,3.18,0,0,0.13,0,0.1,0.03,0,0.42,0.47,1.43,0.25,0.12,0.38,1.1,0,0.28,7,28.9
85,1.18,2.84,3.51,0.62,3.13,0,2.2,1.19,0,1.47,1.85,1.09,2.09,2.55,3.72,1,0.87,0.83,0,1.09,2.53,1.83,1.45,3.16,1.16,1.48,1.65,1.47,0.47,0,1.33,0.53,1.36,0,0.65,1.9,0,0.67,2.61,1.79,8,28.7
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,26.5
87,2.95,1.55,0,0,0,0,0.69,0,0.91,0,0,0,0,0.42,1.05,1.8,0,0,0,0,0.8,0,0.98,0.55,3.23,1.25,0.41,0,0.52,0.27,0.7,1.1,0,0.02,3.17,1.35,0,0,1.94,2.08,10,28.1
90,2.93,1.22,0.52,2.86,2.14,2.5,2.71,1.98,2.94,1.82,1.9,1.46,3.42,0.93,3.22,1.58,2.15,2.48,1.22,2.32,1.4,3.34,2.65,1.8,2.1,1.03,1.66,0.95,3.04,1.7,4.13,0.53,0.9,1.87,2.31,2.48,1.85,0.9,2.26,2.38,1,30.2
92,3.7,0.92,2.47,0.83,1.98,1.63,2.58,0.48,2.75,1.18,1.78,2.88,2.93,1.4,2.6,2.13,2.56,0.93,2.28,0.94,1.43,1.77,3.1,1.47,2.71,1.92,1.75,2.77,2.95,1.22,2.98,1.13,0.8,3.77,0.73,0.87,3.46,1.18,2.08,1.98,3,30.5
93,2.81,1.77,0.96,1.08,1.87,2.25,1.99,2.51,2.45,2.03,2.7,1.99,1.15,0.68,1.18,1.93,0.85,3.46,3.65,1.03,3.75,0.78,1.73,1.93,1.12,1.5,3.61,0.65,2.61,1.64,1.65,2.88,0.67,2.02,1.35,2.66,0,2.91,1.86,1.75,4,32.1
95,1.37,2.5,2.4,1.65,1.3,2.4,0.8,0.43,3.37,1.17,2.23,1.6,1.82,0.6,0,2,1.2,0.7,0.13,0.76,1.05,1.5,1.8,2.76,0.93,3.8,1.24,0.4,0.82,0.99,1.2,1.07,1.5,1.4,1.3,1.62,2.03,2.33,3.4,1.4,5,34.1
96,2.33,1.62,0.92,0.3,2.92,0.9,0,0,1.27,1.68,0,0.58,1.12,2.2,2.58,0.93,0.87,0.58,0.32,0,2.02,1.2,3.03,1.61,1.42,0.77,0.9,0.97,0,0,0.7,1.18,0.8,0.58,1.42,2.17,3.16,0.55,0.48,0.97,6,28.8
97,3.06,1.71,1.97,2.37,3.27,1.1,2.42,2.28,2.95,1.83,4.94,0,3.54,1.18,2.12,1.65,0.63,0.62,4.21,0.45,3.54,1.18,2.02,2.35,3.18,1.05,2.47,2.2,2.5,2.21,1.97,2.39,3.27,0.98,3.29,1.37,3.35,1.52,2.39,2.38,7,28.1
98,2.2,2.43,1.59,3.01,2.15,0.97,2.54,2.07,1.63,2.88,2.17,2.58,2.2,2.27,2.13,2.49,1.17,2.53,3.11,1.45,2.93,1.7,3.93,0.48,3.23,1.47,2.17,2.49,4.51,0.02,2.21,1.52,2.77,1.95,2.61,2.03,2.66,2.1,2.31,2.18,8,31.7
99,1.3,3.35,3.08,1.35,3.94,0.78,4.2,0.55,0.7,2.12,2.07,1.98,2.45,0.97,0.55,0.02,1.33,1.82,3.54,0.4,3.75,0.62,1.13,0.47,4.17,0.35,0.02,0.03,0.07,0.8,1.53,2.95,0.07,0,0.02,0.08,1.17,2.35,0.23,0.82,9,29.9
100,0.73,1.9,0.2,0.97,0.75,0,1.96,2.44,1.55,1.66,2.23,2.24,2.15,0.15,2.2,1.47,0.38,0.58,2.62,0.63,1.13,0.23,2.2,1.47,0.4,2.81,0.62,0.65,1.37,0.48,2.23,2.27,2.17,2.45,2.2,1.6,0.58,1.87,0,0.48,10,29.9
101,1.56,1.88,0.32,1.38,1.82,0.62,1.88,0.97,0.53,0.55,1.4,0.1,1.11,1.23,1.77,0.5,0.81,0.17,1.1,0.12,1.82,0,2.61,1.26,1.47,2.27,2.13,0.37,1.95,0.47,0.98,0.65,0.35,0.08,3.75,0,0.62,0.47,0.27,1.15,11,30.2
102,2.04,2.94,1.06,2.58,1.07,2.38,1.52,2.15,1.15,3.51,2.81,0.68,1.15,3.71,3.23,1.75,2.4,0,0.69,2.38,1.05,0.82,2.76,1.89,2.71,0.87,0.75,2.17,0.52,2.9,1.5,3.47,0.91,3.93,3.68,1,3.95,0.48,1.62,3.01,12,28.6
103,1.87,0.42,1.73,0.6,1.43,0.42,1.32,1.05,0,0,2.97,1.42,0.25,0.69,2.48,1.62,0,0,1.73,1.2,0.25,0,1.7,1.72,3.08,1.77,0,0,3.74,1.08,0,0,2.69,1.65,1.6,1.13,2.28,1.23,0.77,0.66,1,32.2
104,1.13,2.73,3.08,1.5,4.21,0.45,1.13,2.02,1.17,3.16,0.13,0.9,1.92,1.73,0.38,0.4,0.75,1.18,2.6,0.58,2.67,1.55,0.75,1.07,3.06,0.53,3.83,0.28,2.18,0.67,1.95,1.45,3.56,0.5,,,,,,,2,27.3
105,0.47,4.12,1.38,1.47,1.43,2.97,2.25,2.28,0,4.87,1.37,3.14,4.68,0,2.25,2.34,2.34,2.2,1.22,3.41,1.73,2.82,3.18,0,2.2,2.48,3.84,0.88,1.93,2.71,2.65,2.01,3.36,0.78,2.33,2.16,2.28,2.28,2.84,1.73,4,27.9
