63,6,4.72,3.35,2.2,-,6,3.45,2.55,6,-,2.79,3.21,5.49,-,,,,,,,,,,,,,,
64,4.28,3.11,2.39,3.34,4.52,0.78,2.7,1.55,4.21,1.4,5.45,0.3,2.86,2.65,,,,,,,,,,,,,,
65,1.14,2.24,3.36,2.22,2.12,3.88,3.5,2.36,4,1.05,5.07,0.93,3.01,2.99,,,,,,,,,,,,,,
66,5.33,4.59,3.28,1.2,3.93,1.32,3.8,1.83,4.57,-,4.17,0.78,3.13,2.45,,,,,,,,,,,,,,
67,0.66,3.23,3.63,1.07,5.39,0.61,1.68,2.48,4.38,-,5.4,0.6,3.87,1.23,,,,,,,,,,,,,,
68,4.37,2.6,2.78,1.56,4.67,1.33,2.03,3.97,3.45,0.78,5.28,0.72,2.29,3.71,,,,,,,,,,,,,,
69,4.68,3.3,2.68,2.1,5.1,0.75,3.58,1.5,3.01,0.32,3.87,0.75,1.77,1.6,,,,,,,,,,,,,,
70,-,0.46,2.66,0.65,1.1,1.44,1.12,1.33,1.35,-,2.91,2.28,2.34,0.8,,,,,,,,,,,,,,
71,4.55,3.94,1.91,2.87,2.53,2.04,2.17,2.31,0.93,3.34,2.12,2.95,3.24,2.53,,,,,,,,,,,,,,
72,1.45,1.46,0.66,1.22,1.88,2,3.98,2.02,3.88,0.93,2.67,1.47,1.32,1.84,,,,,,,,,,,,,,
72,3.3,1.35,2.8,2.75,5.57,0.43,3.16,-,4.81,-,3.79,2.07,0.65,5.05,,,,,,,,,,,,,,
73,2.2,1.35,3.38,0.8,2.61,2.4,3.02,2.43,5.27,0.57,3.11,2.89,2.34,3.18,,,,,,,,,,,,,,
74,2.57,4.21,2.64,2.45,4.32,1.68,1.69,2.42,0.6,0.67,0.98,1.97,3.75,0.63,,,,,,,,,,,,,,
75,3.18,1.29,1.08,0.12,0.5,0.9,0.52,0.27,1.15,0.67,1.96,0.3,0.88,0.05,,,,,,,,,,,,,,
76,2.36,2.74,3.18,1.32,2.73,0.72,1.92,0.56,1.51,0.62,0.62,0.35,3.39,1.85,,,,,,,,,,,,,,
76,-,0.18,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
76,1.55,2.97,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,
77,3.99,4.4,1.43,2.81,2.85,1.25,3.8,0.98,1.84,0.78,3.83,0.62,2.7,1.73,,,,,,,,,,,,,,
78,4.34,4.82,4.52,1.01,2.4,3.33,3.3,1.74,3.36,2.52,3.14,2.86,1.09,4.71,,,,,,,,,,,,,,
79,3.91,3.99,2.18,1.83,2.51,1.2,4.92,0.45,4.18,0.57,0.99,2.63,0.24,3.33,,,,,,,,,,,,,,
80,4.42,2.84,1.65,3.15,0.73,3.4,5.43,0.57,1.22,0.95,6,-,0.78,1.03,,,,,,,,,,,,,,
81,2.27,2.18,2.97,-,5.05,0.63,2,1.54,2.38,0.89,0.25,0.52,1.61,3.35,,,,,,,,,,,,,,
82,1.04,1.6,0.42,1.9,2.34,2.75,-,-,3.02,1.61,0.62,2.52,0.97,0.74,,,,,,,,,,,,,,
83,5.72,2.41,4.25,1.62,1.93,0.59,2.46,3.31,0.65,0.68,3.67,0.55,0.58,0.08,,,,,,,,,,,,,,
84,-,0.9,0.25,-,-,-,-,0.83,0.4,0.05,3.43,0.4,0.87,1.73,,,,,,,,,,,,,,
85,3.32,2.63,-,-,-,-,-,-,0.42,-,3.33,0.69,1.78,2.36,,,,,,,,,,,,,,
86,4.23,4.97,3.59,1.02,2.6,3.4,4.17,1.52,3.88,0.68,3.97,2.03,5.1,0.75,,,,,,,,,,,,,,
87,3.65,3.81,1.77,2.03,1.65,-,1.65,3.42,2.45,1.12,2.51,2.28,3.85,0.87,,,,,,,,,,,,,,
88,2.47,0.4,1.1,2.57,4.48,1.3,3.2,0.5,3.19,0.28,3.9,-,1.03,2.08,,,,,,,,,,,,,,
89,1.86,-,3.36,0.55,3.35,2.22,4.14,1.35,3.66,0.1,4.47,0.71,3.89,1.93,,,,,,,,,,,,,,
90,4.27,4.03,0.44,3.1,1.25,1.88,2.87,2.5,1.2,1.73,2.64,3.03,2.75,1.1,,,,,,,,,,,,,,
92,0.52,3.57,1.32,2.8,3.59,1.93,1.22,3.71,3.32,1.08,2.96,3.04,3.07,1.3,,,,,,,,,,,,,,
93,4.49,2.55,2.15,1.32,1.67,1.94,1.69,1.53,1.77,0.98,3.79,2.21,3.03,2.5,,,,,,,,,,,,,,
95,3.48,3.49,2.22,1.32,2.55,3.33,4,1.4,1.85,1.92,3.09,2.91,3.01,2.28,,,,,,,,,,,,,,
96,2.52,1.52,1.5,1.97,4.16,1.04,1.57,0.35,-,-,-,-,0.12,1.9,,,,,,,,,,,,,,
97,2.08,3.5,1.65,2.56,2.55,-,3.16,2.17,2.38,0.58,4.02,0.33,1.52,1.93,,,,,,,,,,,,,,
98,3.78,3.37,2.49,1.18,3.47,2.53,0.85,5.15,2.06,1.37,4.03,1.97,2.29,3.71,,,,,,,,,,,,,,
99,4.23,3.27,1.28,0.66,1.96,-,3.46,2.54,1.88,2.4,1.22,3.06,2.44,2.55,,,,,,,,,,,,,,
100,0.98,0.02,0.42,2.54,1.45,2.97,1.8,4.16,1.07,1.68,-,-,-,-,,,,,,,,,,,,,,
101,1.41,2.7,2.23,1.07,2.71,0.25,3.7,0.93,1.39,-,5.5,-,1.78,2.03,,,,,,,,,,,,,,
103,2.74,2.29,1.62,1.8,3.74,1.69,2.75,1.23,1.7,2.08,3.96,2.04,4.96,0.54,,,,,,,,,,,,,,
