"","ID","RT","acc","trial","gender","ethnicity","race","income","mother_edu","father_edu","age_years","age_months","condition","drop","target","familiarity","response","item","avg_acc","similar","trans","acc_et"
"2087","114",NA,NA,"11","Male","Non-Hispanic","Caucasian","d","d","d",2.33,27.95,2,0,"Dog","1","Right","ClockDog",0.8,"dissimilar",1,1
"2088","115",NA,NA,"11","Male","Non-Hispanic","Caucasian","b","c","b",2.54,30.51,3,0,"Bread","0","Left","OrangeBread",0.6,"dissimilar",1,0
"2089","116",NA,NA,"11","Female","Asian-Russian","","d","e","d",2.49,29.85,4,0,"Leaf","1","Right","BottleLeaf",0.85,"dissimilar",1,1
"2090","117",NA,NA,"11","Male","Non-Hispanic","Caucasian","e","e","g",2.59,31.04,5,0,"Pig","1","Left","PigButterfly",0.65,"dissimilar",1,1
"2091","118",NA,NA,"11","Male","Non-Hispanic","Caucasian","f","e","g",2.28,27.39,6,0,"Clock","1","Left","ClockDog",0.9,"dissimilar",0,1
"2092","123",NA,NA,"11","Male","Caucasian","","f","g","g",2.64,31.73,3,0,"Bread","1","Right","OrangeBread",0.95,"dissimilar",0,1
"2093","122",NA,NA,"12","Male","Hispanic","Caucasian","b","d","d",2.43,29.16,2,0,"Teddy_Bear","1","Right","Teddy BearDoll",0.75,"similar",2,0
"2094","34",NA,NA,"12","Female","Hispanic","Caucasian","d","e","e",2.35,28.21,2,0,"Teddy_Bear","1","Left","Teddy BearDoll",0.75,"similar",1,1
"2095","35",NA,NA,"12","Male","Non-Hispanic","Asian & Caucasian","f","e","e",2.27,27.25,3,0,"Pig","1","Left","PigDuck ",0.85,"similar",1,1
"2096","36",NA,NA,"12","Female","Non-Hispanic","Caucasian","f","d","g",2.24,26.83,4,0,"Ice_Cream","1","Left","Ice creamBroccoli",0.85,"similar",1,1
"2097","37",NA,NA,"12","Female","Non-Hispanic","Caucasian","f","e","e",2.2,26.4,5,0,"Fork","1","Right","SpoonFork",0.65,"similar",0,1
"2098","38",NA,NA,"12","Female","Non-Hispanic","Asian & Caucasian","f","d","e",2.21,26.5,6,0,"Doll","1","Right","Teddy BearDoll",0.85,"similar",1,1
"2099","39",NA,NA,"12","Male","Non-Hispanic","Caucasian","c","b","b",2.19,26.24,7,0,"Duck","1","Right","PigDuck ",0.947368421052632,"similar",0,1
"2100","41",NA,NA,"12","Female","Hispanic","","f","d","d",2.23,26.79,1,0,"Spoon","1","Right","SpoonFork",0.85,"similar",0,0
"2101","42",NA,NA,"12","Male"," Not Hispanic","Caucasian","c","d","d",2.53,30.31,2,0,"Teddy_Bear","1","Right","Teddy BearDoll",0.7,"similar",3,0
"2102","43",NA,NA,"12","Female","Not Hispanic","Caucasian","f","g","e",2.33,27.95,3,0,"Pig","1","Left","PigDuck ",0.894736842105263,"similar",1,1
"2103","44",NA,NA,"12","Male","Not Hispanic","Caucasian","b","d","b",2.27,27.19,4,0,"Ice_Cream","1","Left","Ice creamBroccoli",0.75,"similar",2,1
"2104","45",NA,NA,"12","Female","Not Hispanic","Caucasian","","d","g",2.39,28.73,5,0,"Fork","1","Right","SpoonFork",0.777777777777778,"similar",0,1
"2105","46",NA,NA,"12","Male","Not Hispanic","Caucasian","e","e","g",2.33,27.91,6,0,"Doll","0","Left","Teddy BearDoll",0.8,"similar",0,0
"2106","48",NA,NA,"12","Female","Not Hispanic","Native Hawaiian & Caucasian","c","d","f",2.26,27.16,8,0,"Broccoli","1","Right","Ice creamBroccoli",0.95,"similar",0,1
"2107","49",NA,NA,"12","Female","Not Hispanic","Native Hawaiian & Caucasian","c","d","f",2.26,27.16,1,0,"Spoon","1","Left","SpoonFork",0.95,"similar",0,1
"2108","50",NA,NA,"12","Female","Not Hispanic","Asian and Caucasian","d","e","g",2.22,26.7,2,0,"Teddy_Bear","1","Left","Teddy BearDoll",0.684210526315789,"similar",0,1
"2109","51",NA,NA,"12","Male","Not Hispanic","Caucasian","f","g","e",2.47,29.69,3,0,"Pig","1","Left","PigDuck ",0.85,"similar",2,1
"2110","52",NA,NA,"12","Female","Not Hispanic","Caucasian","e","e","c",2.2,26.37,4,0,"Ice_Cream","1","Left","Ice creamBroccoli",0.75,"similar",2,1
"2111","53",NA,NA,"12","Male","Not Hispanic","Caucasian","e","c","e",2.3,27.55,5,0,"Fork","1","Right","SpoonFork",0.789473684210526,"similar",0,1
"2112","55",NA,NA,"12","Female","Not Hispanic","Caucasian","f","h","h",2.28,27.35,7,0,"Duck","1","Right","PigDuck ",0.9,"similar",0,1
"2113","56",NA,NA,"12","Female","Not Hispanic","Caucasian","f","g","e",2.45,29.39,8,0,"Broccoli","1","Right","Ice creamBroccoli",0.8,"similar",2,1
"2114","57",NA,NA,"12","Female","Not Hispanic","African American/Caucasian","f","g","c",2.33,27.95,1,0,"Spoon","1","Left","SpoonFork",0.9,"similar",0,1
"2115","58",NA,NA,"12","Female","Not Hispanic","African American/Caucasian","f","g","c",2.33,27.95,2,0,"Teddy_Bear","1","Left","Teddy BearDoll",0.692307692307692,"similar",1,1
"2116","59",NA,NA,"12","Male","Not Hispanic","Caucasian","d","d","e",2.27,27.19,3,0,"Pig","1","Left","PigDuck ",0.8,"similar",1,1
"2117","62",NA,NA,"12","Female","1/8 Hispanic","Caucasian","d","e","b",2.34,28.04,6,0,"Doll","1","Right","Teddy BearDoll",0.9,"similar",1,1
"2118","63",NA,NA,"12","Male","Hispanic","","e","c","c",2.36,28.34,7,0,"Duck","1","Right","PigDuck ",0.9,"similar",2,1
"2119","64",NA,NA,"12","","Not Hispanic","Caucasian","c","c","d",2.41,28.96,8,0,"Broccoli","1","Left","Ice creamBroccoli",0.7,"similar",1,0
"2120","65",NA,NA,"12","Male","","Caucasian","f","e","e",2.48,29.72,1,0,"Spoon","1","Left","SpoonFork",0.85,"similar",0,1
"2121","67",NA,NA,"12","Female","Not Hispanic","Caucasian","e","e","e",2.33,28.01,3,0,"Pig","1","Left","PigDuck ",0.933333333333333,"similar",0,1
"2122","68",NA,NA,"12","Male","Not Hispanic","Caucasian","e","c","d",2.32,27.88,4,0,"Ice_Cream","1","Left","Ice creamBroccoli",0.8,"similar",2,1
"2123","69",NA,NA,"12","Male","Not Hispanic","Caucasian","f","g","g",2.36,28.37,5,0,"Fork","1","Right","SpoonFork",0.8,"similar",2,1
"2124","71",NA,NA,"12","Female","Not Hispanic","Caucasian","e","d","b",2.56,30.71,7,0,"Duck","1","Right","PigDuck ",0.95,"similar",1,1
"2125","72",NA,NA,"12","Female","Hispanic","Caucasian","d","d","d",2.48,29.75,8,0,"Broccoli","1","Left","Ice creamBroccoli",0.75,"similar",3,0
"2126","73",NA,NA,"12","Male","Not Hispanic","Caucasian","e","e","e",2.27,27.19,1,0,"Spoon","1","Right","SpoonFork",0.75,"similar",0,0
"2127","74",NA,NA,"12","Male","Not Hispanic","Caucasian","f","d","h",2.52,30.21,2,0,"Teddy_Bear","1","Right","Teddy BearDoll",0.75,"similar",3,0
"2128","75",NA,NA,"12","Female","Not Hispanic","Caucasian","f","e","b",2.56,30.71,3,0,"Pig","1","Left","PigDuck ",0.75,"similar",1,1
"2129","76",NA,NA,"12","Female","Not Hispanic","Caucasian","d","d","d",2.22,26.7,4,0,"Ice_Cream","1","Left","Ice creamBroccoli",0.894736842105263,"similar",0,1
"2130","78",NA,NA,"12","Female","Not Hispanic","Caucasian","f","c","d",2.43,29.16,6,0,"Doll","1","Right","Teddy BearDoll",1,"similar",0,1
"2131","79",NA,NA,"12","Male","Hispanic","Caucasian","f","e","e",2.49,29.85,7,0,"Duck","1","Left","PigDuck ",0.842105263157895,"similar",0,0
"2132","80",NA,NA,"12","Male","Not Hispanic","Caucasian","f","e","e",2.14,25.68,8,0,"Broccoli","1","Left","Ice creamBroccoli",0.7,"similar",1,0
"2133","81",NA,NA,"12","Male ","Hispanic","Caucasian","d","c","d",2.36,28.27,1,0,"Spoon","1","Left","SpoonFork",0.947368421052632,"similar",0,1
"2134","83",NA,NA,"12","Male ","Not hipanic ","Caucasian ","d","g","g",2.41,28.9,3,0,"Pig","1","Left","PigDuck ",0.75,"similar",1,1
"2135","86",NA,NA,"12","Female","Not Hispanic","Caucasian","f","g","d",2.21,26.53,6,0,"Doll","1","Right","Teddy BearDoll",0.75,"similar",1,1
"2136","87",NA,NA,"12","Male","Hispanic ","Caucasian","e","g","e",2.34,28.11,7,0,"Duck","1","Right","PigDuck ",0.95,"similar",1,1
"2137","88",NA,NA,"12","Male ","Not Hispanic ","Native Hawaiian & Caucasian","c","c","g",2.25,26.99,8,0,"Broccoli","1","Left","Ice creamBroccoli",0.526315789473684,"similar",0,0
"2138","89",NA,NA,"12","Female","Not Hispanic","Caucasian ","d","b","b",2.21,26.47,1,0,"Spoon","1","Right","SpoonFork",0.75,"similar",0,0
"2139","90",NA,NA,"12","Male","Hispanic","Caucasian","d","g","e",2.52,30.18,2,0,"Teddy_Bear","1","Left","Teddy BearDoll",0.9,"similar",0,1
"2140","91",NA,NA,"12","Male","Not Hispanic","African American","f","g","c",2.46,29.49,3,0,"Pig","1","Left","PigDuck ",0.9,"similar",1,1
"2141","92",NA,NA,"12","Female","Not Hispanic","Caucasian ","d","g","g",2.55,30.54,4,0,"Ice_Cream","1","Left","Ice creamBroccoli",0.95,"similar",2,1
"2142","93",NA,NA,"12","Female","Not Hispanic","Asian","","","",2.68,32.15,5,0,"Fork","1","Right","SpoonFork",1,"similar",1,1
"2143","94",NA,NA,"12","Female","Hispanic, american indian, asian-american","","f","f","e",2.33,27.95,6,0,"Doll","1","Left","Teddy BearDoll",0.85,"similar",2,0
"2144","97",NA,NA,"12"," Female","Not Hispanic ","Caucasian","d","c","c",2.34,28.11,8,0,"Broccoli","1","Right","Ice creamBroccoli",1,"similar",0,1
"2145","98",NA,NA,"12","Male","Hispanic","American Indian or Alaskan / Caucasian","e","g","d",2.64,31.73,1,0,"Spoon","1","Left","SpoonFork",0.8,"similar",0,1
"2146","101",NA,NA,"12","Male","Caucasian",NA,"","e","e",2.52,30.21,4,0,"Ice_Cream","1","Left","Ice creamBroccoli",0.75,"similar",1,1
"2147","103",NA,NA,"12","Female","Caucasian ",NA,"e","c","b",2.68,32.19,6,0,"Doll","1","Left","Teddy BearDoll",0.789473684210526,"similar",2,0
"2148","106",NA,NA,"12","Female","Caucasian","","f","e","e",2.55,30.58,2,0,"Teddy_Bear","1","Right","Teddy BearDoll",0.65,"similar",1,0
"2149","107",NA,NA,"12","Male","African American, Caucasian, American Indian, Asian-American",NA,"d","g","c",2.6,31.17,3,0,"Pig","1","Right","PigDuck ",0.777777777777778,"similar",1,0
"2150","108",NA,NA,"12","Male","Caucasian",NA,"f","e","g",2.43,29.16,4,0,"Ice_Cream","1","Left","Ice creamBroccoli",0.9,"similar",2,1
"2151","110",NA,NA,"12","Male","Caucasian","","f","e","e",2.44,29.29,6,0,"Doll","1","Right","Teddy BearDoll",1,"similar",2,1
"2152","111",NA,NA,"12","Female","Caucasian","","f","e","e",2.64,31.69,7,0,"Duck","1","Right","PigDuck ",0.9,"similar",1,1
"2153","112",NA,NA,"12","Male","Caucasian","","f","e","e",2.65,31.86,8,0,"Broccoli","1","Left","Ice creamBroccoli",0.75,"similar",1,0
"2154","114",NA,NA,"12","Male","Non-Hispanic","Caucasian","d","d","d",2.33,27.95,2,0,"Teddy_Bear","1","Left","Teddy BearDoll",0.8,"similar",0,1
"2155","115",NA,NA,"12","Male","Non-Hispanic","Caucasian","b","c","b",2.54,30.51,3,0,"Pig","1","Right","PigDuck ",0.6,"similar",1,0
"2156","116",NA,NA,"12","Female","Asian-Russian","","d","e","d",2.49,29.85,4,0,"Ice_Cream","1","Right","Ice creamBroccoli",0.85,"similar",0,0
"2157","117",NA,NA,"12","Male","Non-Hispanic","Caucasian","e","e","g",2.59,31.04,5,0,"Fork","1","Right","SpoonFork",0.65,"similar",0,1
"2158","118",NA,NA,"12","Male","Non-Hispanic","Caucasian","f","e","g",2.28,27.39,6,0,"Doll","1","Left","Teddy BearDoll",0.9,"similar",0,0
"2159","123",NA,NA,"12","Male","Caucasian","","f","g","g",2.64,31.73,3,0,"Pig","1","Left","PigDuck ",0.95,"similar",0,1
"2160","122",NA,NA,"13","Male","Hispanic","Caucasian","b","d","d",2.43,29.16,2,0,"Bunny","1","Left","BunnyStrawberry",0.75,"dissimilar",0,1
"2161","34",NA,NA,"13","Female","Hispanic","Caucasian","d","e","e",2.35,28.21,2,0,"Bunny","1","Left","BunnyStrawberry",0.75,"dissimilar",1,1
"2162","35",NA,NA,"13","Male","Non-Hispanic","Asian & Caucasian","f","e","e",2.27,27.25,3,0,"TV","1","Right","TVFork",0.85,"dissimilar",0,0
"2163","36",NA,NA,"13","Female","Non-Hispanic","Caucasian","f","d","g",2.24,26.83,4,0,"Teddy_Bear","1","Left","Teddy Bearcrayon",0.85,"dissimilar",2,1
"2164","37",NA,NA,"13","Female","Non-Hispanic","Caucasian","f","e","e",2.2,26.4,5,0,"Refrigerator","1","Right","MouseRefrigerator ",0.65,"dissimilar",0,1
"2165","38",NA,NA,"13","Female","Non-Hispanic","Asian & Caucasian","f","d","e",2.21,26.5,6,0,"Strawberry","1","Left","BunnyStrawberry",0.85,"dissimilar",0,0
"2166","39",NA,NA,"13","Male","Non-Hispanic","Caucasian","c","b","b",2.19,26.24,7,0,"Fork","1","Right","TVFork",0.947368421052632,"dissimilar",0,1
"2167","41",NA,NA,"13","Female","Hispanic","","f","d","d",2.23,26.79,1,0,"Mouse","1","Left","MouseRefrigerator ",0.85,"dissimilar",0,1
"2168","42",NA,NA,"13","Male"," Not Hispanic","Caucasian","c","d","d",2.53,30.31,2,0,"Bunny","1","Right","BunnyStrawberry",0.7,"dissimilar",2,0
"2169","43",NA,NA,"13","Female","Not Hispanic","Caucasian","f","g","e",2.33,27.95,3,0,"TV","1","Left","TVFork",0.894736842105263,"dissimilar",2,1
"2170","44",NA,NA,"13","Male","Not Hispanic","Caucasian","b","d","b",2.27,27.19,4,0,"Teddy_Bear","1","Left","Teddy Bearcrayon",0.75,"dissimilar",0,1
"2171","45",NA,NA,"13","Female","Not Hispanic","Caucasian","","d","g",2.39,28.73,5,0,"Refrigerator","1","Right","MouseRefrigerator ",0.777777777777778,"dissimilar",0,1
"2172","46",NA,NA,"13","Male","Not Hispanic","Caucasian","e","e","g",2.33,27.91,6,0,"Strawberry","1","Right","BunnyStrawberry",0.8,"dissimilar",1,1
"2173","48",NA,NA,"13","Female","Not Hispanic","Native Hawaiian & Caucasian","c","d","f",2.26,27.16,8,0,"Crayon","1","Right","Teddy Bearcrayon",0.95,"dissimilar",0,1
"2174","49",NA,NA,"13","Female","Not Hispanic","Native Hawaiian & Caucasian","c","d","f",2.26,27.16,1,0,"Mouse","1","Left","MouseRefrigerator ",0.95,"dissimilar",0,1
"2175","50",NA,NA,"13","Female","Not Hispanic","Asian and Caucasian","d","e","g",2.22,26.7,2,0,"Bunny","1","Right","BunnyStrawberry",0.684210526315789,"dissimilar",0,0
"2176","51",NA,NA,"13","Male","Not Hispanic","Caucasian","f","g","e",2.47,29.69,3,0,"TV","1","Left","TVFork",0.85,"dissimilar",0,1
"2177","52",NA,NA,"13","Female","Not Hispanic","Caucasian","e","e","c",2.2,26.37,4,0,"Teddy_Bear","1","Left","Teddy Bearcrayon",0.75,"dissimilar",0,1
"2178","53",NA,NA,"13","Male","Not Hispanic","Caucasian","e","c","e",2.3,27.55,5,0,"Refrigerator","0","Left","MouseRefrigerator ",0.789473684210526,"dissimilar",0,0
"2179","55",NA,NA,"13","Female","Not Hispanic","Caucasian","f","h","h",2.28,27.35,7,0,"Fork","1","Right","TVFork",0.9,"dissimilar",1,1
"2180","56",NA,NA,"13","Female","Not Hispanic","Caucasian","f","g","e",2.45,29.39,8,0,"Crayon","1","Left","Teddy Bearcrayon",0.8,"dissimilar",1,0
"2181","57",NA,NA,"13","Female","Not Hispanic","African American/Caucasian","f","g","c",2.33,27.95,1,0,"Mouse","1","Left","MouseRefrigerator ",0.9,"dissimilar",0,1
"2182","58",NA,NA,"13","Female","Not Hispanic","African American/Caucasian","f","g","c",2.33,27.95,2,0,"Bunny","1","Left","BunnyStrawberry",0.692307692307692,"dissimilar",0,1
"2183","59",NA,NA,"13","Male","Not Hispanic","Caucasian","d","d","e",2.27,27.19,3,0,"TV","1","Left","TVFork",0.8,"dissimilar",0,1
"2184","62",NA,NA,"13","Female","1/8 Hispanic","Caucasian","d","e","b",2.34,28.04,6,0,"Strawberry","1","Left","BunnyStrawberry",0.9,"dissimilar",6,0
"2185","63",NA,NA,"13","Male","Hispanic","","e","c","c",2.36,28.34,7,0,"Fork","1","Right","TVFork",0.9,"dissimilar",2,1
"2186","64",NA,NA,"13","","Not Hispanic","Caucasian","c","c","d",2.41,28.96,8,0,"Crayon","1","Right","Teddy Bearcrayon",0.7,"dissimilar",3,1
"2187","65",NA,NA,"13","Male","","Caucasian","f","e","e",2.48,29.72,1,0,"Mouse","1","Left","MouseRefrigerator ",0.85,"dissimilar",0,1
"2188","67",NA,NA,"13","Female","Not Hispanic","Caucasian","e","e","e",2.33,28.01,3,0,"TV","1","Left","TVFork",0.933333333333333,"dissimilar",0,1
"2189","68",NA,NA,"13","Male","Not Hispanic","Caucasian","e","c","d",2.32,27.88,4,0,"Teddy_Bear","1","Left","Teddy Bearcrayon",0.8,"dissimilar",2,1
"2190","69",NA,NA,"13","Male","Not Hispanic","Caucasian","f","g","g",2.36,28.37,5,0,"Refrigerator","1","Right","MouseRefrigerator ",0.8,"dissimilar",1,1
"2191","71",NA,NA,"13","Female","Not Hispanic","Caucasian","e","d","b",2.56,30.71,7,0,"Fork","1","Right","TVFork",0.95,"dissimilar",1,1
"2192","72",NA,NA,"13","Female","Hispanic","Caucasian","d","d","d",2.48,29.75,8,0,"Crayon","1","Right","Teddy Bearcrayon",0.75,"dissimilar",2,1
"2193","73",NA,NA,"13","Male","Not Hispanic","Caucasian","e","e","e",2.27,27.19,1,0,"Mouse","1","Left","MouseRefrigerator ",0.75,"dissimilar",0,1
"2194","74",NA,NA,"13","Male","Not Hispanic","Caucasian","f","d","h",2.52,30.21,2,0,"Bunny","1","Left","BunnyStrawberry",0.75,"dissimilar",3,1
"2195","75",NA,NA,"13","Female","Not Hispanic","Caucasian","f","e","b",2.56,30.71,3,0,"TV","1","Left","TVFork",0.75,"dissimilar",1,1
"2196","76",NA,NA,"13","Female","Not Hispanic","Caucasian","d","d","d",2.22,26.7,4,0,"Teddy_Bear","1","Left","Teddy Bearcrayon",0.894736842105263,"dissimilar",1,1
"2197","78",NA,NA,"13","Female","Not Hispanic","Caucasian","f","c","d",2.43,29.16,6,0,"Strawberry","1","Right","BunnyStrawberry",1,"dissimilar",0,1
"2198","79",NA,NA,"13","Male","Hispanic","Caucasian","f","e","e",2.49,29.85,7,0,"Fork","1","Right","TVFork",0.842105263157895,"dissimilar",1,1
"2199","80",NA,NA,"13","Male","Not Hispanic","Caucasian","f","e","e",2.14,25.68,8,0,"Crayon","1","Left","Teddy Bearcrayon",0.7,"dissimilar",1,0
"2200","81",NA,NA,"13","Male ","Hispanic","Caucasian","d","c","d",2.36,28.27,1,0,"Mouse","1","Left","MouseRefrigerator ",0.947368421052632,"dissimilar",0,1
"2201","83",NA,NA,"13","Male ","Not hipanic ","Caucasian ","d","g","g",2.41,28.9,3,0,"TV","1","Left","TVFork",0.75,"dissimilar",1,1
"2202","86",NA,NA,"13","Female","Not Hispanic","Caucasian","f","g","d",2.21,26.53,6,0,"Strawberry","1","Right","BunnyStrawberry",0.75,"dissimilar",1,1
"2203","87",NA,NA,"13","Male","Hispanic ","Caucasian","e","g","e",2.34,28.11,7,0,"Fork","1","Right","TVFork",0.95,"dissimilar",1,1
"2204","88",NA,NA,"13","Male ","Not Hispanic ","Native Hawaiian & Caucasian","c","c","g",2.25,26.99,8,0,"Crayon","1","Right","Teddy Bearcrayon",0.526315789473684,"dissimilar",1,1
"2205","89",NA,NA,"13","Female","Not Hispanic","Caucasian ","d","b","b",2.21,26.47,1,0,"Mouse","0","Left","MouseRefrigerator ",0.75,"dissimilar",0,1
"2206","91",NA,NA,"13","Male","Not Hispanic","African American","f","g","c",2.46,29.49,3,0,"TV","1","Left","TVFork",0.9,"dissimilar",4,1
"2207","92",NA,NA,"13","Female","Not Hispanic","Caucasian ","d","g","g",2.55,30.54,4,0,"Teddy_Bear","1","Left","Teddy Bearcrayon",0.95,"dissimilar",0,1
"2208","93",NA,NA,"13","Female","Not Hispanic","Asian","","","",2.68,32.15,5,0,"Refrigerator","1","Right","MouseRefrigerator ",1,"dissimilar",4,1
"2209","94",NA,NA,"13","Female","Hispanic, american indian, asian-american","","f","f","e",2.33,27.95,6,0,"Strawberry","1","Right","BunnyStrawberry",0.85,"dissimilar",1,1
"2210","97",NA,NA,"13"," Female","Not Hispanic ","Caucasian","d","c","c",2.34,28.11,8,0,"Crayon","1","Right","Teddy Bearcrayon",1,"dissimilar",0,1
"2211","98",NA,NA,"13","Male","Hispanic","American Indian or Alaskan / Caucasian","e","g","d",2.64,31.73,1,0,"Mouse","1","Left","MouseRefrigerator ",0.8,"dissimilar",0,1
"2212","101",NA,NA,"13","Male","Caucasian",NA,"","e","e",2.52,30.21,4,0,"Teddy_Bear","1","Right","Teddy Bearcrayon",0.75,"dissimilar",1,0
"2213","103",NA,NA,"13","Female","Caucasian ",NA,"e","c","b",2.68,32.19,6,0,"Strawberry","1",NA,NA,0.789473684210526,"dissimilar",2,NA
"2214","106",NA,NA,"13","Female","Caucasian","","f","e","e",2.55,30.58,2,0,"Bunny","1","Left","BunnyStrawberry",0.65,"dissimilar",1,1
"2215","107",NA,NA,"13","Male","African American, Caucasian, American Indian, Asian-American",NA,"d","g","c",2.6,31.17,3,0,"TV","1","Left","TVFork",0.777777777777778,"dissimilar",0,1
"2216","108",NA,NA,"13","Male","Caucasian",NA,"f","e","g",2.43,29.16,4,0,"Teddy_Bear","1","Left","Teddy Bearcrayon",0.9,"dissimilar",1,1
"2217","110",NA,NA,"13","Male","Caucasian","","f","e","e",2.44,29.29,6,0,"Strawberry","1","Right","BunnyStrawberry",1,"dissimilar",0,1
"2218","111",NA,NA,"13","Female","Caucasian","","f","e","e",2.64,31.69,7,0,"Fork","1","Right","TVFork",0.9,"dissimilar",2,1
"2219","114",NA,NA,"13","Male","Non-Hispanic","Caucasian","d","d","d",2.33,27.95,2,0,"Bunny","1","Left","BunnyStrawberry",0.8,"dissimilar",0,1
"2220","115",NA,NA,"13","Male","Non-Hispanic","Caucasian","b","c","b",2.54,30.51,3,0,"TV","1","Left","TVFork",0.6,"dissimilar",3,1
"2221","116",NA,NA,"13","Female","Asian-Russian","","d","e","d",2.49,29.85,4,0,"Teddy_Bear","1","Left","Teddy Bearcrayon",0.85,"dissimilar",0,1
"2222","117",NA,NA,"13","Male","Non-Hispanic","Caucasian","e","e","g",2.59,31.04,5,0,"Refrigerator","1","Left","MouseRefrigerator ",0.65,"dissimilar",0,0
"2223","118",NA,NA,"13","Male","Non-Hispanic","Caucasian","f","e","g",2.28,27.39,6,0,"Strawberry","1","Right","BunnyStrawberry",0.9,"dissimilar",0,1
"2224","123",NA,NA,"13","Male","Caucasian","","f","g","g",2.64,31.73,3,0,"TV","1","Left","TVFork",0.95,"dissimilar",0,1
"2225","122",NA,NA,"14","Male","Hispanic","Caucasian","b","d","d",2.43,29.16,2,0,"Crayon","1","Right","Bottlecrayon",0.75,"similar",0,1
"2226","34",NA,NA,"14","Female","Hispanic","Caucasian","d","e","e",2.35,28.21,2,0,"Crayon","1","Left","Bottlecrayon",0.75,"similar",0,0
"2227","35",NA,NA,"14","Male","Non-Hispanic","Asian & Caucasian","f","e","e",2.27,27.25,3,0,"Butterfly","1","Right","FlowersButterfly",0.85,"similar",1,1
"2228","36",NA,NA,"14","Female","Non-Hispanic","Caucasian","f","d","g",2.24,26.83,4,0,"Dog","1","Right","BunnyDog",0.85,"similar",2,1
"2229","37",NA,NA,"14","Female","Non-Hispanic","Caucasian","f","e","e",2.2,26.4,5,0,"TV","1","Right","TVBread",0.65,"similar",0,0
"2230","38",NA,NA,"14","Female","Non-Hispanic","Asian & Caucasian","f","d","e",2.21,26.5,6,0,"Bottle","1","Left","Bottlecrayon",0.85,"similar",2,1
"2231","39",NA,NA,"14","Male","Non-Hispanic","Caucasian","c","b","b",2.19,26.24,7,0,"Flowers","1","Left","FlowersButterfly",0.947368421052632,"similar",0,1
"2232","41",NA,NA,"14","Female","Hispanic","","f","d","d",2.23,26.79,1,0,"Bread","1","Left","TVBread",0.85,"similar",0,0
"2233","42",NA,NA,"14","Male"," Not Hispanic","Caucasian","c","d","d",2.53,30.31,2,0,"Crayon","1","Right","Bottlecrayon",0.7,"similar",0,1
"2234","43",NA,NA,"14","Female","Not Hispanic","Caucasian","f","g","e",2.33,27.95,3,0,"Butterfly","1","Right","FlowersButterfly",0.894736842105263,"similar",0,1
"2235","44",NA,NA,"14","Male","Not Hispanic","Caucasian","b","d","b",2.27,27.19,4,0,"Dog","1","Right","BunnyDog",0.75,"similar",1,1
"2236","45",NA,NA,"14","Female","Not Hispanic","Caucasian","","d","g",2.39,28.73,5,0,"TV","1","Left","TVBread",0.777777777777778,"similar",0,1
"2237","46",NA,NA,"14","Male","Not Hispanic","Caucasian","e","e","g",2.33,27.91,6,0,"Bottle","1","Left","Bottlecrayon",0.8,"similar",0,1
"2238","48",NA,NA,"14","Female","Not Hispanic","Native Hawaiian & Caucasian","c","d","f",2.26,27.16,8,0,"Bunny","1","Left","BunnyDog",0.95,"similar",0,1
"2239","49",NA,NA,"14","Female","Not Hispanic","Native Hawaiian & Caucasian","c","d","f",2.26,27.16,1,0,"Bread","1","Right","TVBread",0.95,"similar",0,1
"2240","50",NA,NA,"14","Female","Not Hispanic","Asian and Caucasian","d","e","g",2.22,26.7,2,0,"Crayon","1","Right","Bottlecrayon",0.684210526315789,"similar",0,1
"2241","51",NA,NA,"14","Male","Not Hispanic","Caucasian","f","g","e",2.47,29.69,3,0,"Butterfly","1","Right","FlowersButterfly",0.85,"similar",1,1
"2242","52",NA,NA,"14","Female","Not Hispanic","Caucasian","e","e","c",2.2,26.37,4,0,"Dog","1","Left","BunnyDog",0.75,"similar",0,0
"2243","53",NA,NA,"14","Male","Not Hispanic","Caucasian","e","c","e",2.3,27.55,5,0,"TV","1","Left","TVBread",0.789473684210526,"similar",0,1
"2244","55",NA,NA,"14","Female","Not Hispanic","Caucasian","f","h","h",2.28,27.35,7,0,"Flowers","1","Left","FlowersButterfly",0.9,"similar",1,1
"2245","56",NA,NA,"14","Female","Not Hispanic","Caucasian","f","g","e",2.45,29.39,8,0,"Bunny","1","Right","BunnyDog",0.8,"similar",2,0
"2246","57",NA,NA,"14","Female","Not Hispanic","African American/Caucasian","f","g","c",2.33,27.95,1,0,"Bread","0","Right","TVBread",0.9,"similar",0,1
"2247","58",NA,NA,"14","Female","Not Hispanic","African American/Caucasian","f","g","c",2.33,27.95,2,0,"Crayon","1",NA,NA,0.692307692307692,"similar",4,NA
"2248","59",NA,NA,"14","Male","Not Hispanic","Caucasian","d","d","e",2.27,27.19,3,0,"Butterfly","1","Right","FlowersButterfly",0.8,"similar",2,1
"2249","62",NA,NA,"14","Female","1/8 Hispanic","Caucasian","d","e","b",2.34,28.04,6,0,"Bottle","1","Left","Bottlecrayon",0.9,"similar",1,1
"2250","63",NA,NA,"14","Male","Hispanic","","e","c","c",2.36,28.34,7,0,"Flowers","1","Left","FlowersButterfly",0.9,"similar",2,1
"2251","64",NA,NA,"14","","Not Hispanic","Caucasian","c","c","d",2.41,28.96,8,0,"Bunny","1","Left","BunnyDog",0.7,"similar",2,1
