Subj,Cond,Block,Trial,Order,task,Resp,Name,Stim,RT,Correct
170,1,1,37,37,encode,57,SPACE,"BLUE",1110,True
170,1,1,38,38,encode,57,SPACE,"YELLOW",1071,True
170,1,1,39,39,encode,57,SPACE,"YELLOW",1202,True
170,1,1,40,40,encode,57,SPACE,"GREEN",1152,True
170,1,1,41,41,encode,57,SPACE,"YELLOW",1256,True
170,1,1,42,42,encode,57,SPACE,"BLUE",1571,True
170,1,1,43,43,encode,57,SPACE,"GREEN",1019,True
170,1,1,44,44,encode,57,SPACE,"RED",1240,True
170,1,1,45,45,encode,57,SPACE,"GREEN",1102,True
170,1,1,46,46,encode,57,SPACE,"YELLOW",1072,True
170,1,1,47,47,encode,57,SPACE,"RED",1131,True
170,1,1,48,48,encode,57,SPACE,"GREEN",964,True
170,1,1,49,49,encode,57,SPACE,"YELLOW",1044,True
170,1,1,50,50,encode,57,SPACE,"RED",1073,True
170,1,1,51,51,encode,57,SPACE,"YELLOW",916,True
170,1,1,52,52,encode,57,SPACE,"GREEN",1007,True
170,1,1,53,53,encode,57,SPACE,"RED",1076,True
170,1,1,54,54,encode,57,SPACE,"RED",1128,True
170,1,1,55,55,encode,57,SPACE,"GREEN",985,True
170,1,1,56,56,encode,57,SPACE,"BLUE",983,True
170,1,1,57,57,encode,57,SPACE,"RED",1079,True
170,1,1,58,58,encode,57,SPACE,"GREEN",1442,True
170,1,1,59,59,encode,57,SPACE,"RED",975,True
170,1,1,60,60,encode,57,SPACE,"YELLOW",1533,True
170,1,1,61,61,encode,57,SPACE,"YELLOW",1486,True
170,1,1,62,62,encode,57,SPACE,"GREEN",1386,True
170,1,1,63,63,encode,57,SPACE,"YELLOW",992,True
170,1,1,64,64,encode,57,SPACE,"GREEN",1135,True
170,1,1,65,65,encode,57,SPACE,"YELLOW",1367,True
170,1,1,66,66,encode,57,SPACE,"GREEN",1119,True
170,1,1,67,67,encode,57,SPACE,"BLUE",1232,True
170,1,1,68,68,encode,57,SPACE,"GREEN",479,True
170,1,1,69,69,encode,57,SPACE,"GREEN",2193,True
170,1,1,70,70,encode,57,SPACE,"YELLOW",1367,True
170,1,1,71,71,encode,57,SPACE,"RED",1287,True
170,1,1,72,72,encode,57,SPACE,"YELLOW",1273,True
170,1,1,73,73,encode,57,SPACE,"GREEN",1333,True
170,1,1,74,74,encode,57,SPACE,"YELLOW",1534,True
170,1,1,75,75,encode,57,SPACE,"BLUE",1073,True
170,1,1,76,76,encode,57,SPACE,"BLUE",1131,True
170,1,1,77,77,encode,57,SPACE,"GREEN",1220,True
170,1,1,78,78,encode,57,SPACE,"RED",1257,True
170,1,1,79,79,encode,57,SPACE,"YELLOW",1085,True
170,1,1,80,80,encode,57,SPACE,"BLUE",1056,True
170,1,1,81,81,encode,57,SPACE,"RED",1108,True
170,1,1,82,82,encode,57,SPACE,"RED",1159,True
170,1,1,83,83,encode,57,SPACE,"BLUE",1230,True
170,1,1,84,84,encode,57,SPACE,"GREEN",1315,True
170,1,1,85,85,encode,57,SPACE,"BLUE",1045,True
170,1,1,86,86,encode,57,SPACE,"RED",1186,True
170,1,1,87,87,encode,57,SPACE,"BLUE",1048,True
170,1,1,88,88,encode,57,SPACE,"BLUE",1444,True
170,1,1,89,89,encode,57,SPACE,"BLUE",1137,True
170,1,1,90,90,encode,57,SPACE,"RED",1329,True
170,1,1,91,91,encode,57,SPACE,"RED",1154,True
170,1,1,92,92,encode,57,SPACE,"YELLOW",1242,True
170,1,1,93,93,encode,57,SPACE,"RED",1095,True
170,1,1,94,94,encode,57,SPACE,"GREEN",1122,True
170,1,1,95,95,encode,57,SPACE,"RED",1043,True
170,1,1,96,96,encode,57,SPACE,"GREEN",1287,True
170,1,1,97,97,encode,57,SPACE,"YELLOW",1026,True
170,1,1,98,98,encode,57,SPACE,"BLUE",1096,True
170,1,1,99,99,encode,57,SPACE,"BLUE",1042,True
170,1,1,100,100,encode,57,SPACE,"GREEN",1183,True
170,1,1,101,101,encode,57,SPACE,"GREEN",1269,True
170,1,1,102,102,encode,57,SPACE,"YELLOW",1713,True
170,1,1,103,103,encode,57,SPACE,"RED",1394,True
170,1,1,104,104,encode,57,SPACE,"YELLOW",1362,True
170,1,1,105,105,encode,57,SPACE,"RED",1273,True
170,1,1,106,106,encode,57,SPACE,"YELLOW",1692,True
170,1,1,107,107,encode,57,SPACE,"GREEN",1070,True
170,1,1,108,108,encode,57,SPACE,"RED",1041,True
170,1,1,109,109,encode,57,SPACE,"YELLOW",1141,True
170,1,1,110,110,encode,57,SPACE,"BLUE",1463,True
170,1,1,111,111,encode,57,SPACE,"GREEN",1170,True
170,1,1,112,112,encode,57,SPACE,"BLUE",922,True
170,1,1,113,113,encode,57,SPACE,"RED",1084,True
170,1,1,114,114,encode,0,,"",0,False
