Subj,Cond,Block,Trial,Order,task,Resp,Name,Stim,RT,Correct
136,1,1,73,73,encode,57,SPACE,"GREEN",824,True
136,1,1,74,74,encode,57,SPACE,"YELLOW",814,True
136,1,1,75,75,encode,57,SPACE,"BLUE",755,True
136,1,1,76,76,encode,57,SPACE,"BLUE",715,True
136,1,1,77,77,encode,57,SPACE,"GREEN",766,True
136,1,1,78,78,encode,57,SPACE,"RED",710,True
136,1,1,79,79,encode,57,SPACE,"YELLOW",767,True
136,1,1,80,80,encode,57,SPACE,"BLUE",864,True
136,1,1,81,81,encode,57,SPACE,"RED",860,True
136,1,1,82,82,encode,57,SPACE,"RED",784,True
136,1,1,83,83,encode,57,SPACE,"BLUE",791,True
136,1,1,84,84,encode,57,SPACE,"GREEN",846,True
136,1,1,85,85,encode,57,SPACE,"BLUE",715,True
136,1,1,86,86,encode,57,SPACE,"RED",878,True
136,1,1,87,87,encode,57,SPACE,"BLUE",777,True
136,1,1,88,88,encode,57,SPACE,"BLUE",793,True
136,1,1,89,89,encode,57,SPACE,"BLUE",727,True
136,1,1,90,90,encode,57,SPACE,"RED",784,True
136,1,1,91,91,encode,57,SPACE,"RED",759,True
136,1,1,92,92,encode,57,SPACE,"YELLOW",824,True
136,1,1,93,93,encode,57,SPACE,"RED",877,True
136,1,1,94,94,encode,57,SPACE,"GREEN",761,True
136,1,1,95,95,encode,57,SPACE,"RED",961,True
136,1,1,96,96,encode,57,SPACE,"GREEN",768,True
136,1,1,97,97,encode,57,SPACE,"YELLOW",680,True
136,1,1,98,98,encode,57,SPACE,"BLUE",652,True
136,1,1,99,99,encode,57,SPACE,"BLUE",728,True
136,1,1,100,100,encode,57,SPACE,"GREEN",897,True
136,1,1,101,101,encode,57,SPACE,"GREEN",788,True
136,1,1,102,102,encode,57,SPACE,"YELLOW",1436,True
136,1,1,103,103,encode,57,SPACE,"RED",1687,True
136,1,1,104,104,encode,57,SPACE,"YELLOW",1049,True
136,1,1,105,105,encode,57,SPACE,"RED",1319,True
136,1,1,106,106,encode,57,SPACE,"YELLOW",1072,True
136,1,1,107,107,encode,57,SPACE,"GREEN",772,True
136,1,1,108,108,encode,57,SPACE,"RED",786,True
136,1,1,109,109,encode,57,SPACE,"YELLOW",690,True
136,1,1,110,110,encode,57,SPACE,"BLUE",948,True
136,1,1,111,111,encode,57,SPACE,"GREEN",868,True
136,1,1,112,112,encode,57,SPACE,"BLUE",648,True
136,1,1,113,113,encode,57,SPACE,"RED",670,True
136,1,1,114,114,encode,57,SPACE,"END",1032,True
