Subj,Cond,Block,Trial,Order,task,Resp,Name,Stim,RT,Correct
165,1,1,68,68,encode,57,SPACE,"YELLOW",1030,True
165,1,1,69,69,encode,57,SPACE,"RED",1033,True
165,1,1,70,70,encode,57,SPACE,"YELLOW",879,True
165,1,1,71,71,encode,57,SPACE,"GREEN",1009,True
165,1,1,72,72,encode,57,SPACE,"RED",1055,True
165,1,1,73,73,encode,57,SPACE,"GREEN",1244,True
165,1,1,74,74,encode,57,SPACE,"YELLOW",1167,True
165,1,1,75,75,encode,57,SPACE,"RED",1112,True
165,1,1,76,76,encode,57,SPACE,"RED",1176,True
165,1,1,77,77,encode,57,SPACE,"RED",1223,True
165,1,1,78,78,encode,57,SPACE,"BLUE",1212,True
165,1,1,79,79,encode,57,SPACE,"BLUE",994,True
165,1,1,80,80,encode,57,SPACE,"BLUE",1463,True
165,1,1,81,81,encode,57,SPACE,"RED",1179,True
165,1,1,82,82,encode,57,SPACE,"BLUE",939,True
165,1,1,83,83,encode,57,SPACE,"RED",963,True
165,1,1,84,84,encode,57,SPACE,"RED",1450,True
165,1,1,85,85,encode,57,SPACE,"RED",1510,True
165,1,1,86,86,encode,57,SPACE,"BLUE",1424,True
165,1,1,87,87,encode,57,SPACE,"GREEN",1005,True
165,1,1,88,88,encode,57,SPACE,"RED",1042,True
165,1,1,89,89,encode,57,SPACE,"BLUE",839,True
165,1,1,90,90,encode,57,SPACE,"YELLOW",907,True
165,1,1,91,91,encode,57,SPACE,"RED",1301,True
165,1,1,92,92,encode,57,SPACE,"YELLOW",1000,True
165,1,1,93,93,encode,57,SPACE,"GREEN",1316,True
165,1,1,94,94,encode,57,SPACE,"RED",1070,True
165,1,1,95,95,encode,57,SPACE,"YELLOW",922,True
165,1,1,96,96,encode,57,SPACE,"BLUE",803,True
165,1,1,97,97,encode,57,SPACE,"GREEN",1400,True
165,1,1,98,98,encode,57,SPACE,"YELLOW",871,True
165,1,1,99,99,encode,57,SPACE,"GREEN",962,True
165,1,1,100,100,encode,57,SPACE,"BLUE",890,True
165,1,1,101,101,encode,57,SPACE,"RED",1252,True
165,1,1,102,102,encode,57,SPACE,"GREEN",1031,True
165,1,1,103,103,encode,57,SPACE,"BLUE",1036,True
165,1,1,104,104,encode,57,SPACE,"YELLOW",913,True
165,1,1,105,105,encode,57,SPACE,"GREEN",1011,True
165,1,1,106,106,encode,57,SPACE,"YELLOW",1224,True
165,1,1,107,107,encode,57,SPACE,"GREEN",1196,True
165,1,1,108,108,encode,57,SPACE,"BLUE",1011,True
165,1,1,109,109,encode,57,SPACE,"GREEN",873,True
165,1,1,110,110,encode,57,SPACE,"BLUE",972,True
165,1,1,111,111,encode,57,SPACE,"YELLOW",1123,True
165,1,1,112,112,encode,57,SPACE,"BLUE",1108,True
165,1,1,113,113,encode,57,SPACE,"BLUE",1062,True
165,1,1,114,114,encode,57,SPACE,"END",2848,True
